c,y
18.0,0.6803720019579051
18.0,0.6815956926089085
18.0,0.682819383259912
18.0,0.6840430739109153
18.0,0.6852667645619188
18.0,0.6864904552129223
18.0,0.6877141458639257
18.0,0.6889378365149291
18.0,0.6901615271659325
18.0,0.691385217816936
18.0,0.6926089084679393
18.0,0.6938325991189428
18.0,0.6950562897699463
18.0,0.6962799804209496
18.0,0.6975036710719531
18.0,0.6987273617229565
18.0,0.6999510523739599
18.0,0.7011747430249634
18.0,0.7023984336759668
18.0,0.7036221243269702
18.0,0.7048458149779736
18.0,0.7060695056289771
18.0,0.7072931962799804
18.0,0.7085168869309839
18.0,0.7097405775819874
18.0,0.7109642682329907
18.0,0.7121879588839942
18.0,0.7134116495349976
18.0,0.7146353401860011
18.0,0.7158590308370044
18.0,0.7170827214880079
18.0,0.7183064121390114
19.0,0.7195301027900147
19.0,0.7207537934410182
19.0,0.7219774840920216
19.0,0.723201174743025
19.0,0.7244248653940285
19.0,0.7256485560450319
19.0,0.7268722466960353
19.0,0.7280959373470387
19.0,0.7293196279980422
19.0,0.7305433186490455
19.0,0.731767009300049
19.0,0.7329906999510525
19.0,0.7342143906020558
19.0,0.7354380812530593
19.0,0.7366617719040627
19.0,0.7378854625550662
19.0,0.7391091532060696
19.0,0.740332843857073
19.0,0.7415565345080765
19.0,0.7427802251590798
19.0,0.7440039158100833
19.0,0.7452276064610867
19.0,0.7464512971120901
19.0,0.7476749877630936
19.0,0.748898678414097
19.0,0.7501223690651004
19.0,0.7513460597161038
19.0,0.7525697503671073
19.0,0.7537934410181107
20.0,0.7550171316691141
20.0,0.7562408223201176
20.0,0.7574645129711209
20.0,0.7586882036221244
20.0,0.7599118942731278
20.0,0.7611355849241312
20.0,0.7623592755751347
20.0,0.7635829662261381
20.0,0.7648066568771416
20.0,0.7660303475281449
20.0,0.7672540381791484
20.0,0.7684777288301519
20.0,0.7697014194811552
20.0,0.7709251101321587
20.0,0.7721488007831621
20.0,0.7733724914341655
20.0,0.7745961820851689
20.0,0.7758198727361724
20.0,0.7770435633871758
20.0,0.7782672540381792
20.0,0.7794909446891827
20.0,0.780714635340186
20.0,0.7819383259911895
20.0,0.7831620166421929
20.0,0.7843857072931963
20.0,0.7856093979441998
20.0,0.7868330885952032
20.0,0.7880567792462067
20.0,0.78928046989721
20.0,0.7905041605482135
21.0,0.791727851199217
21.0,0.7929515418502203
21.0,0.7941752325012238
21.0,0.7953989231522272
21.0,0.7966226138032306
21.0,0.797846304454234
21.0,0.7990699951052375
21.0,0.8002936857562409
21.0,0.8015173764072443
21.0,0.8027410670582478
21.0,0.8039647577092511
21.0,0.8051884483602546
21.0,0.8064121390112581
21.0,0.8076358296622614
21.0,0.8088595203132649
21.0,0.8100832109642683
21.0,0.8113069016152717
21.0,0.8125305922662751
21.0,0.8137542829172786
21.0,0.814977973568282
21.0,0.8162016642192854
21.0,0.8174253548702889
21.0,0.8186490455212923
21.0,0.8198727361722957
21.0,0.8210964268232992
21.0,0.8223201174743026
21.0,0.823543808125306
21.0,0.8247674987763094
22.0,0.8259911894273129
22.0,0.8272148800783162
22.0,0.8284385707293197
22.0,0.8296622613803232
22.0,0.8308859520313265
22.0,0.83210964268233
22.0,0.8333333333333334
22.0,0.8345570239843368
22.0,0.8357807146353403
22.0,0.8370044052863437
22.0,0.8382280959373472
22.0,0.8394517865883505
22.0,0.840675477239354
22.0,0.8418991678903573
22.0,0.8431228585413608
22.0,0.8443465491923643
22.0,0.8455702398433677
22.0,0.8467939304943711
22.0,0.8480176211453745
22.0,0.849241311796378
22.0,0.8504650024473814
22.0,0.8516886930983848
22.0,0.8529123837493883
23.0,0.8541360744003916
23.0,0.8553597650513951
23.0,0.8565834557023985
23.0,0.8578071463534019
23.0,0.8590308370044054
23.0,0.8602545276554088
23.0,0.8614782183064122
23.0,0.8627019089574156
23.0,0.8639255996084191
23.0,0.8651492902594224
23.0,0.8663729809104259
23.0,0.8675966715614294
23.0,0.8688203622124328
23.0,0.8700440528634362
23.0,0.8712677435144396
23.0,0.8724914341654431
23.0,0.8737151248164465
23.0,0.8749388154674499
23.0,0.8761625061184534
23.0,0.8773861967694567
23.0,0.8786098874204602
23.0,0.8798335780714636
23.0,0.881057268722467
23.0,0.8822809593734705
23.0,0.8835046500244739
24.0,0.8847283406754773
24.0,0.8859520313264807
24.0,0.8871757219774842
24.0,0.8883994126284877
24.0,0.889623103279491
24.0,0.8908467939304945
24.0,0.8920704845814978
24.0,0.8932941752325013
24.0,0.8945178658835047
24.0,0.8957415565345082
24.0,0.8969652471855116
24.0,0.898188937836515
24.0,0.8994126284875185
24.0,0.9006363191385218
24.0,0.9018600097895253
24.0,0.9030837004405288
24.0,0.9043073910915321
24.0,0.9055310817425356
24.0,0.906754772393539
24.0,0.9079784630445424
24.0,0.9092021536955458
25.0,0.9104258443465493
25.0,0.9116495349975527
25.0,0.9128732256485561
25.0,0.9140969162995596
25.0,0.9153206069505629
25.0,0.9165442976015664
25.0,0.9177679882525699
25.0,0.9189916789035733
25.0,0.9202153695545767
25.0,0.9214390602055801
25.0,0.9226627508565836
25.0,0.9238864415075869
25.0,0.9251101321585904
25.0,0.9263338228095939
25.0,0.9275575134605972
26.0,0.9287812041116007
26.0,0.9300048947626041
26.0,0.9312285854136075
26.0,0.932452276064611
26.0,0.9336759667156144
26.0,0.9348996573666178
26.0,0.9361233480176212
26.0,0.9373470386686247
26.0,0.938570729319628
26.0,0.9397944199706315
26.0,0.941018110621635
26.0,0.9422418012726383
27.0,0.9434654919236418
27.0,0.9446891825746452
27.0,0.9459128732256487
27.0,0.947136563876652
27.0,0.9483602545276555
27.0,0.949583945178659
27.0,0.9508076358296623
27.0,0.9520313264806658
28.0,0.9532550171316692
28.0,0.9544787077826726
28.0,0.9557023984336761
28.0,0.9569260890846795
28.0,0.9581497797356829
28.0,0.9593734703866863
28.0,0.9605971610376898
29.0,0.9618208516886931
29.0,0.9630445423396966
29.0,0.9642682329907001
29.0,0.9654919236417034
29.0,0.9667156142927069
29.0,0.9679393049437103
30.0,0.9691629955947137
30.0,0.9703866862457172
30.0,0.9716103768967206
30.0,0.9728340675477241
31.0,0.9740577581987274
31.0,0.9752814488497309
31.0,0.9765051395007343
32.0,0.9777288301517377
32.0,0.9789525208027412
32.0,0.9801762114537446
33.0,0.981399902104748
33.0,0.9826235927557514
34.0,0.9838472834067549
34.0,0.9850709740577583
35.0,0.9862946647087617
35.0,0.9875183553597652
35.0,0.9887420460107685
36.0,0.989965736661772
37.0,0.9911894273127754
38.0,0.9924131179637788
40.0,0.9936368086147823
43.0,0.9948604992657857
45.0,0.9960841899167892
46.0,0.9973078805677925
50.0,0.998531571218796
57.0,0.9997552618697995
